id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SERPINA5_P2	5	0.15476	0.32021	0.973001	890	2	-0.063144	0.93445	0.93447	0.999998	2546	0	-0.063144
TRPV3_P1	5	0.1553	0.32095	0.973749	891	3	-0.15168	0.7751	0.82107	0.999998	2116	1	-0.15168
non-targeting_00107	1	0.15558	0.15553	0.931373	892	1	-0.23176	0.84442	0.84451	0.999998	2262	0	-0.23176
MCFD2_P1	5	0.15588	0.32176	0.973749	893	3	-0.096009	0.45966	0.62489	0.999998	1462	2	-0.096009
MMP13	5	0.15617	0.32211	0.973749	894	2	-0.030832	0.3729	0.55862	0.999998	1275	2	-0.030832
non-targeting_00193	1	0.15634	0.15623	0.931373	895	1	-0.25329	0.84366	0.84384	0.999998	2260	0	-0.25329
PIK3CD	5	0.15719	0.32363	0.973749	896	3	-0.11431	0.58756	0.72692	0.999998	1764	2	-0.11431
non-targeting_00239	1	0.15727	0.15716	0.931373	897	1	-0.12058	0.84273	0.84291	0.999998	2257	0	-0.12058
CSF1R	5	0.15739	0.3239	0.973749	898	3	-0.10397	0.40196	0.58033	0.999998	1340	1	-0.10397
GABRB1	5	0.15749	0.32404	0.973749	899	3	-0.15855	0.93954	0.93974	0.999998	2567	0	-0.15855
non-targeting_00033	1	0.1575	0.15736	0.931373	900	1	-0.22355	0.8425	0.84269	0.999998	2255	0	-0.22355
ACP1	5	0.15759	0.32418	0.973749	901	3	-0.31614	0.27613	0.47858	0.999998	1092	2	-0.31614
PRKG1_ENST00000401604.2	5	0.15783	0.32448	0.973749	902	3	-0.12263	0.53755	0.68645	0.999998	1642	2	-0.12263
SLC16A8	5	0.15784	0.32449	0.973749	903	3	-0.10362	0.066366	0.17857	0.999998	480	1	-0.10362
ADRA2A	5	0.15799	0.32472	0.973749	904	3	-0.10002	0.26029	0.45787	0.999998	1029	1	-0.10002
EPHA4	5	0.15818	0.325	0.973749	905	2	0.01582	0.55955	0.70375	0.999998	1687	2	0.01582
PTGR2	5	0.1585	0.32545	0.973749	906	3	-0.10551	0.96827	0.96876	0.999998	2681	0	-0.10551
ALDH3A2	5	0.15885	0.32596	0.973749	907	2	0.020952	0.58158	0.72216	0.999998	1744	2	0.020952
non-targeting_00154	1	0.15949	0.15935	0.931373	908	1	-0.41944	0.84051	0.84066	0.999998	2249	0	-0.41944
GSTO2	5	0.15951	0.3268	0.974769	909	2	0.10867	0.26235	0.46051	0.999998	1038	3	0.10867
ISYNA1	5	0.1601	0.32757	0.974769	910	3	-0.19878	0.49445	0.65233	0.999998	1548	1	-0.19878
EPHB2	5	0.16035	0.32795	0.974769	911	2	-0.020173	0.69465	0.78773	0.999998	1991	1	-0.020173
ADRA2B	5	0.16064	0.32829	0.974769	912	2	-0.051573	0.71674	0.79611	0.999998	2025	1	-0.051573
TUBA1B	5	0.16085	0.32857	0.974769	913	2	1.0744	0.018021	0.060278	0.630857	263	3	1.0744
HSD11B2	5	0.16119	0.32905	0.974769	914	2	-0.050084	0.93158	0.93161	0.999998	2535	0	-0.050084
ENPP3_P1	5	0.16202	0.33024	0.974769	915	3	-0.11149	0.87301	0.87814	0.999998	2335	1	-0.11149
RCVRN	5	0.16204	0.33028	0.974769	916	3	-0.14489	0.96394	0.96434	0.999998	2663	0	-0.14489
IL2RB	5	0.16219	0.33047	0.974769	917	2	0.77261	0.0017767	0.0075848	0.146124	147	3	0.77261
ITGAL	5	0.16253	0.33093	0.974769	918	3	-0.13108	0.5728	0.71484	0.999998	1723	2	-0.13108
VARS	5	0.16284	0.33141	0.974769	919	3	-0.45428	0.83664	0.85389	0.999998	2241	1	-0.45428
SUCLG2	5	0.16285	0.33144	0.974769	920	2	0.0041752	0.81739	0.84285	0.999998	2198	1	0.0041752
EEF2_P2	5	0.16324	0.33198	0.974769	921	3	-0.1441	0.68956	0.78585	0.999998	1978	1	-0.1441
PTPN20B_ENST00000374233.3	5	0.16355	0.33236	0.974769	922	3	-0.16326	0.86562	0.87283	0.999998	2310	1	-0.16326
MAPK4	5	0.1643	0.33335	0.974769	923	3	-0.086244	0.91809	0.91826	0.999998	2478	0	-0.086244
OXTR	5	0.16473	0.33387	0.974769	924	2	0.13606	0.15719	0.31881	0.999998	717	3	0.13606
MAT1A	5	0.16501	0.33426	0.974769	925	2	0.099833	0.17798	0.34794	0.999998	782	3	0.099833
MAN1A1	5	0.16528	0.33459	0.974769	926	3	-0.15423	0.56595	0.70911	0.999998	1705	1	-0.15423
MAP2K1	5	0.16558	0.33503	0.974769	927	3	-0.14721	0.25517	0.45128	0.999998	1013	2	-0.14721
ASRGL1	5	0.16579	0.3354	0.974769	928	3	-0.14615	0.69732	0.78871	0.999998	1995	1	-0.14615
KCNK6	5	0.16586	0.33546	0.974769	929	2	0.11999	0.19528	0.37145	0.999998	842	3	0.11999
PPP1R15B	5	0.16618	0.33585	0.974769	930	1	0.011233	0.74172	0.80635	0.999998	2058	1	0.011233
KCNQ3	5	0.16671	0.33668	0.974769	931	3	-0.087871	0.073782	0.19503	0.999998	504	2	-0.087871
non-targeting_00185	1	0.16679	0.16661	0.931373	932	1	-0.14217	0.83321	0.83317	0.999998	2232	0	-0.14217
PDK1	5	0.16682	0.3368	0.974769	933	3	-0.12628	0.74879	0.80923	0.999998	2071	1	-0.12628
PTPN4	5	0.16714	0.33724	0.974769	934	2	-0.045794	0.43699	0.607	0.999998	1418	2	-0.045794
SCN2A	5	0.16723	0.33737	0.974769	935	3	-0.10503	0.96351	0.96393	0.999998	2661	0	-0.10503
non-targeting_00090	1	0.16733	0.16722	0.931373	936	1	-0.38693	0.83267	0.83265	0.999998	2229	0	-0.38693
PTPRK_P2	5	0.16751	0.33777	0.974769	937	2	0.15449	0.09583	0.23014	0.999998	562	3	0.15449
PYCR2	5	0.16806	0.33849	0.974769	938	3	-0.23331	0.41534	0.59068	0.999998	1373	2	-0.23331
PCCB_P1	5	0.16816	0.33861	0.974769	939	3	-0.16801	0.5951	0.73316	0.999998	1787	2	-0.16801
PPP2R1B	5	0.1685	0.33911	0.974769	940	2	0.061579	0.62157	0.75505	0.999998	1861	2	0.061579
KRT8_P2	5	0.16857	0.33917	0.974769	941	3	-0.1066	0.48433	0.6442	0.999998	1522	2	-0.1066
TSTA3	5	0.16913	0.33994	0.974769	942	2	-0.079625	0.33807	0.5326	0.999998	1211	2	-0.079625
PACSIN2	5	0.16917	0.34	0.974769	943	2	0.072661	0.14321	0.2987	0.999998	678	2	0.072661
MAPK11	5	0.16942	0.34031	0.974769	944	2	0.12591	0.49733	0.65463	0.999998	1554	2	0.12591
ADORA1	5	0.16981	0.34082	0.974769	945	3	-0.11693	0.37857	0.56285	0.999998	1289	2	-0.11693
GK	5	0.17012	0.34118	0.974769	946	3	-0.11198	0.52702	0.67785	0.999998	1615	2	-0.11198
MAN1B1	5	0.17013	0.34118	0.974769	947	2	-0.052289	0.30935	0.51137	0.999998	1164	1	-0.052289
SLC19A2	5	0.17064	0.34188	0.974769	948	3	-0.12542	0.75472	0.81184	0.999998	2080	1	-0.12542
MTMR10	5	0.17084	0.34217	0.974769	949	3	-0.14868	0.85422	0.86514	0.999998	2283	1	-0.14868
non-targeting_00203	1	0.17102	0.17087	0.931373	950	1	-0.21975	0.82898	0.82898	0.999998	2220	0	-0.21975
TAB1_ENST00000216160.6	5	0.17127	0.34285	0.974769	951	3	-0.15867	0.59862	0.7361	0.999998	1797	1	-0.15867
PPAT	5	0.17137	0.34298	0.974769	952	3	-0.13961	0.8821	0.88511	0.999998	2357	1	-0.13961
ARSA	5	0.17181	0.34369	0.974769	953	1	0.18373	0.024187	0.076731	0.696481	308	4	0.18373
OXCT2	5	0.17185	0.34375	0.974769	954	3	-0.087364	0.21958	0.40437	0.999998	909	1	-0.087364
non-targeting_00218	1	0.17187	0.17177	0.931373	955	1	-0.21923	0.82813	0.82828	0.999998	2217	0	-0.21923
CHRNA10_ENST00000250699.2	5	0.17214	0.34412	0.974769	956	1	0.048178	0.12864	0.27793	0.999998	645	2	0.048178
CTSV	5	0.17231	0.34433	0.974769	957	3	-0.16129	0.098289	0.23388	0.999998	568	2	-0.16129
PRSS3_ENST00000379405.3	5	0.17247	0.34453	0.974769	958	1	0.11354	0.17809	0.34804	0.999998	783	3	0.11354
INPP4B_P2	5	0.17273	0.34496	0.974769	959	3	-0.1321	0.94641	0.94656	0.999998	2594	0	-0.1321
GIT2	5	0.17342	0.3459	0.974769	960	3	-0.32201	0.96145	0.96182	0.999998	2657	0	-0.32201
GCA	5	0.17371	0.34625	0.974769	961	2	-0.0073805	0.34105	0.53491	0.999998	1218	2	-0.0073805
non-targeting_00149	1	0.17379	0.17373	0.931373	962	1	-0.37489	0.82621	0.82634	0.999998	2214	0	-0.37489
LTC4S	5	0.17388	0.34648	0.974769	963	3	-0.15231	0.8529	0.86427	0.999998	2279	1	-0.15231
ADH4	5	0.17412	0.34681	0.974769	964	2	-0.053385	0.94693	0.94702	0.999998	2595	0	-0.053385
KLK6	5	0.17443	0.34724	0.974769	965	2	-0.04173	0.86685	0.87368	0.999998	2312	1	-0.04173
GABRA1	5	0.17445	0.34727	0.974769	966	3	-0.077296	0.91227	0.91249	0.999998	2459	0	-0.077296
EN2	5	0.17492	0.34792	0.974769	967	3	-0.12097	0.32708	0.52457	0.999998	1195	2	-0.12097
CALR	5	0.17544	0.34859	0.974769	968	3	-0.1112	0.32885	0.52581	0.999998	1197	1	-0.1112
STK19	5	0.17577	0.349	0.974769	969	1	0.29185	0.040569	0.11828	0.854865	381	3	0.29185
TGFBR1	5	0.17598	0.34926	0.974769	970	3	-0.26362	0.1252	0.27294	0.999998	631	2	-0.26362
BRD2_P1	5	0.17645	0.34989	0.974769	971	2	0.12412	0.10462	0.24304	0.999998	581	3	0.12412
SCTR	5	0.1765	0.34995	0.974769	972	3	-0.10609	0.43907	0.60863	0.999998	1423	2	-0.10609
PDE3B	5	0.17709	0.35071	0.974769	973	2	0.098694	0.27503	0.4771	0.999998	1084	3	0.098694
NME1_P2	5	0.17724	0.35089	0.974769	974	3	-0.12115	0.94469	0.94482	0.999998	2585	0	-0.12115
FBP1	5	0.17789	0.35181	0.974769	975	2	0.121	0.11598	0.25955	0.999998	612	3	0.121
CAMKV	5	0.17894	0.35323	0.974769	976	3	-0.19247	0.87455	0.8794	0.999998	2338	1	-0.19247
DHRS11	5	0.17971	0.35421	0.974769	977	2	0.20773	0.097935	0.23338	0.999998	566	3	0.20773
BLVRA_P1	5	0.18004	0.3547	0.974769	978	2	-0.01089	0.59942	0.73667	0.999998	1803	2	-0.01089
MAK	5	0.18011	0.3548	0.974769	979	3	-0.11676	0.95095	0.95101	0.999998	2615	0	-0.11676
DGKK	5	0.18102	0.35605	0.974769	980	2	0.032556	0.91688	0.91709	0.999998	2472	0	0.032556
HSPG2	5	0.18122	0.35634	0.974769	981	3	-0.11919	0.35329	0.54415	0.999998	1235	2	-0.11919
NNT	5	0.1816	0.35692	0.974769	982	3	-0.086403	0.017361	0.058632	0.628489	260	1	-0.086403
F2R	5	0.1821	0.35753	0.974769	983	2	-0.078566	0.41222	0.58823	0.999998	1367	2	-0.078566
NEK1	5	0.18224	0.3577	0.974769	984	3	-0.13575	0.71023	0.79362	0.999998	2013	1	-0.13575
SIGMAR1	5	0.18239	0.3579	0.974769	985	2	0.010294	0.60924	0.74475	0.999998	1827	1	0.010294
ACAT1	5	0.18282	0.35848	0.974769	986	3	-0.23552	0.47013	0.63303	0.999998	1488	2	-0.23552
PSKH1	5	0.18288	0.35859	0.974769	987	3	-0.11735	0.66692	0.77781	0.999998	1933	1	-0.11735
FDX1	5	0.1831	0.35885	0.974769	988	3	-0.16957	0.4611	0.62601	0.999998	1468	2	-0.16957
CHRNG	5	0.18342	0.35926	0.974769	989	3	-0.12615	0.53578	0.68495	0.999998	1638	1	-0.12615
CSAD	5	0.18353	0.3594	0.974769	990	3	-0.16189	0.92921	0.9293	0.999998	2519	0	-0.16189
POR	5	0.18397	0.36	0.974769	991	2	0.0096478	0.80432	0.83587	0.999998	2168	1	0.0096478
SDHA	5	0.18429	0.36045	0.974769	992	1	-0.017863	0.60524	0.7414	0.999998	1815	1	-0.017863
HUNK	5	0.1856	0.36217	0.974769	993	3	-0.076456	0.36269	0.55133	0.999998	1258	2	-0.076456
SLC6A2	5	0.1856	0.36218	0.974769	994	1	-0.047479	0.89242	0.89388	0.999998	2380	1	-0.047479
GZMB	5	0.18568	0.36231	0.974769	995	3	-0.11014	0.89686	0.89778	0.999998	2395	1	-0.11014
MAPK12	5	0.18579	0.36242	0.974769	996	3	-0.13731	0.62227	0.7556	0.999998	1865	2	-0.13731
KCNJ6	5	0.18593	0.3626	0.974769	997	2	-0.059446	0.76515	0.81667	0.999998	2096	1	-0.059446
DBH	5	0.18644	0.36327	0.974769	998	3	-0.15682	0.36204	0.55081	0.999998	1256	2	-0.15682
EIF2AK1	5	0.18658	0.36344	0.974769	999	2	-0.040264	0.9656	0.96603	0.999998	2672	0	-0.040264
SCMH1_ENST00000326197.7	5	0.18719	0.36415	0.974769	1000	3	-0.14704	0.92452	0.92457	0.999998	2498	0	-0.14704
PVR	5	0.18765	0.3647	0.974769	1001	2	-0.05512	0.83772	0.8546	0.999998	2242	1	-0.05512
SORCS3	5	0.18788	0.36496	0.974769	1002	1	0.025447	0.10288	0.24057	0.999998	577	2	0.025447
NDUFV3	5	0.1882	0.36542	0.974769	1003	3	-0.11495	0.95831	0.95856	0.999998	2641	0	-0.11495
CACNA1I	5	0.18853	0.3658	0.974769	1004	2	-0.07755	0.59378	0.73208	0.999998	1783	1	-0.07755
PSPH_P1	5	0.1895	0.36711	0.974769	1005	2	0.071022	0.25272	0.44814	0.999998	1007	2	0.071022
IFNGR1	5	0.18955	0.36717	0.974769	1006	2	0.30357	0.025122	0.079143	0.713801	310	3	0.30357
UQCRC1_P2	5	0.1898	0.3675	0.974769	1007	3	-0.073483	0.2472	0.44083	0.999998	995	2	-0.073483
C1QA	5	0.18983	0.36753	0.974769	1008	2	0.025045	0.66724	0.77795	0.999998	1935	1	0.025045
IARS	5	0.19013	0.36799	0.974769	1009	3	-0.094646	0.13754	0.29062	0.999998	666	2	-0.094646
CSNK1G2	5	0.19029	0.36818	0.974769	1010	3	-0.13196	0.89693	0.89784	0.999998	2396	1	-0.13196
MR1	5	0.19073	0.36876	0.974769	1011	3	-0.078098	0.17659	0.34602	0.999998	775	2	-0.078098
ULK4	5	0.1908	0.36888	0.974769	1012	2	-0.064938	0.78984	0.82833	0.999998	2144	1	-0.064938
non-targeting_00050	1	0.19115	0.19078	0.931373	1013	1	-0.15194	0.80885	0.80905	0.999998	2181	0	-0.15194
ENST00000428376.2	5	0.19144	0.36985	0.974769	1014	3	0.0	0.96085	0.96117	0.999998	2650	0	0.0
ENST00000398636.3	5	0.19144	0.36985	0.974769	1015	3	0.0	0.96085	0.96117	0.999998	2651	0	0.0
SFTPA1_ENST00000372308.3	5	0.19144	0.36985	0.974769	1016	3	0.0	0.96085	0.96117	0.999998	2652	0	0.0
CDK5R2	5	0.19145	0.36988	0.974769	1017	2	-0.042425	0.32159	0.52046	0.999998	1186	2	-0.042425
DHCR7	5	0.19178	0.37031	0.974769	1018	2	0.0092095	0.1113	0.25269	0.999998	596	1	0.0092095
PPP1R1C_ENST00000409137.3	5	0.19188	0.37043	0.974769	1019	3	0.0	0.43491	0.60537	0.999998	1407	2	0.0
ENST00000409702.1	5	0.19188	0.37043	0.974769	1020	3	0.0	0.43491	0.60537	0.999998	1409	2	0.0
ENST00000452904.1	5	0.19188	0.37043	0.974769	1021	3	0.0	0.43491	0.60537	0.999998	1408	2	0.0
ALPI	5	0.19198	0.37059	0.974769	1022	3	-0.092222	0.59293	0.73141	0.999998	1780	2	-0.092222
PRKCD	5	0.1922	0.37088	0.974769	1023	3	-0.090573	0.19952	0.37718	0.999998	852	2	-0.090573
MAPKAPK2	5	0.19231	0.37102	0.974769	1024	3	-0.18407	0.92716	0.92712	0.999998	2508	0	-0.18407
FLT1	5	0.19242	0.37116	0.974769	1025	3	-0.14336	0.67293	0.77997	0.999998	1950	1	-0.14336
SLC13A3	5	0.19275	0.37161	0.974769	1026	3	-0.14738	0.48345	0.64345	0.999998	1519	1	-0.14738
NEK6	5	0.19339	0.37237	0.974769	1027	2	0.087409	0.26835	0.46842	0.999998	1062	3	0.087409
LCN9	5	0.19398	0.37309	0.974769	1028	2	0.045781	0.038768	0.114	0.84548	370	1	0.045781
PDE7B	5	0.19418	0.37334	0.974769	1029	3	-0.11425	0.94011	0.94031	0.999998	2572	0	-0.11425
RNASE4	5	0.19429	0.37346	0.974769	1030	3	-0.12147	0.61249	0.74754	0.999998	1835	1	-0.12147
RAMP1	5	0.19462	0.37394	0.974769	1031	3	-0.11921	0.45346	0.62011	0.999998	1444	2	-0.11921
LCMT2	5	0.19469	0.37402	0.974769	1032	2	0.22066	0.09305	0.22582	0.999998	554	3	0.22066
CPA1	5	0.19501	0.37448	0.974769	1033	1	0.15326	0.18117	0.3524	0.999998	796	3	0.15326
PRODH_P1	5	0.19533	0.37493	0.974769	1034	2	0.10021	0.14594	0.30263	0.999998	687	3	0.10021
FGR	5	0.19575	0.37551	0.974769	1035	2	-0.012201	0.16473	0.32932	0.999998	739	2	-0.012201
DSTN	5	0.19605	0.37587	0.974769	1036	3	-0.080201	0.41157	0.58768	0.999998	1364	1	-0.080201
HLA-DQB1_P1	5	0.19617	0.37604	0.974769	1037	3	-0.097955	0.67466	0.78057	0.999998	1956	1	-0.097955
LHCGR	5	0.1962	0.37609	0.974769	1038	2	0.044065	0.4837	0.6437	0.999998	1520	2	0.044065
LMTK2	5	0.19662	0.37661	0.974769	1039	2	-0.11098	0.26145	0.45931	0.999998	1034	2	-0.11098
PPM1G_P2	5	0.19695	0.37705	0.974769	1040	1	0.028	0.78617	0.82658	0.999998	2138	1	0.028
PPIG	5	0.19727	0.37752	0.974769	1041	1	-0.046465	0.90296	0.90324	0.999998	2423	1	-0.046465
HS3ST1	5	0.19805	0.37855	0.976379	1042	3	-0.092868	0.7447	0.80745	0.999998	2064	1	-0.092868
PDE3A	5	0.19883	0.3795	0.977923	1043	3	-0.17839	0.53298	0.68265	0.999998	1629	2	-0.17839
KRT12	5	0.19927	0.38006	0.978206	1044	3	-0.1324	0.94381	0.94394	0.999998	2581	0	-0.1324
DUSP7_P1	5	0.20006	0.38115	0.978778	1045	3	-0.094495	0.94477	0.94489	0.999998	2586	0	-0.094495
TRAPPC4	5	0.20017	0.38129	0.978778	1046	2	0.088708	0.27238	0.4737	0.999998	1077	3	0.088708
INSRR	5	0.2005	0.38178	0.978778	1047	3	-0.12635	0.13174	0.2825	0.999998	652	1	-0.12635
SLC6A7	5	0.20061	0.3819	0.978778	1048	3	-0.12783	0.63506	0.76652	0.999998	1898	2	-0.12783
TRIB3	5	0.20095	0.38243	0.978834	1049	3	-0.12157	0.25606	0.45251	0.999998	1014	2	-0.12157
PTGR1	5	0.2011	0.38262	0.978834	1050	3	-0.11558	0.33939	0.53364	0.999998	1215	2	-0.11558
SELE	5	0.20139	0.383	0.978925	1051	3	-0.1298	0.74905	0.80936	0.999998	2072	1	-0.1298
KALRN_ENST00000360013.3	5	0.20195	0.38368	0.979112	1052	3	-0.13755	0.91881	0.91896	0.999998	2484	0	-0.13755
HBG1	5	0.20285	0.38486	0.979112	1053	3	-0.098817	0.92856	0.92862	0.999998	2514	0	-0.098817
LIMK1_P1	5	0.20305	0.38513	0.979112	1054	2	0.070985	0.87287	0.87803	0.999998	2333	1	0.070985
IFNAR2	5	0.20319	0.38532	0.979112	1055	2	0.091134	0.23266	0.4213	0.999998	948	3	0.091134
PLK3	5	0.20337	0.38556	0.979112	1056	1	-0.046507	0.576	0.71759	0.999998	1731	2	-0.046507
AURKA	5	0.20379	0.38618	0.979112	1057	3	-0.40399	0.04545	0.13019	0.894871	403	2	-0.40399
PURA_P1	5	0.20401	0.38649	0.979112	1058	2	0.012891	0.56259	0.70634	0.999998	1697	2	0.012891
STK35	5	0.20433	0.38699	0.979112	1059	2	0.34403	0.022766	0.072955	0.670808	304	3	0.34403
IMPA1	5	0.20454	0.38733	0.979112	1060	2	-0.0018511	0.43619	0.60641	0.999998	1416	2	-0.0018511
FST	5	0.20465	0.38747	0.979112	1061	2	-0.039075	0.61651	0.75085	0.999998	1849	2	-0.039075
SLC36A1_P1	5	0.20529	0.38826	0.979112	1062	2	-0.0161	0.10121	0.23814	0.999998	572	2	-0.0161
PTP4A3	5	0.20529	0.38827	0.979112	1063	1	0.15107	0.076117	0.20002	0.999998	514	3	0.15107
PRKCE	5	0.20561	0.3887	0.979112	1064	1	-0.068396	0.6891	0.78568	0.999998	1977	1	-0.068396
CA4	5	0.20589	0.38902	0.979112	1065	3	-0.072301	0.26691	0.46659	0.999998	1057	2	-0.072301
MGST3	5	0.20625	0.38948	0.979112	1066	3	-0.061904	0.51719	0.6704	0.999998	1594	1	-0.061904
MAPK14	5	0.20689	0.39042	0.979112	1067	2	0.064891	0.27566	0.47794	0.999998	1090	2	0.064891
non-targeting_00009	1	0.20699	0.20664	0.931373	1068	1	-0.15533	0.79301	0.79339	0.999998	2150	0	-0.15533
KRT8_P1	5	0.20709	0.39069	0.979112	1069	3	-0.075194	0.18224	0.35385	0.999998	801	2	-0.075194
PPP1R3F	5	0.20713	0.39075	0.979112	1070	3	-0.13944	0.65182	0.7725	0.999998	1919	1	-0.13944
GRIA1	5	0.20725	0.39091	0.979112	1071	3	-0.065644	0.92824	0.92829	0.999998	2512	0	-0.065644
HLA-DQA2	5	0.20781	0.39164	0.979112	1072	3	-0.064483	0.65675	0.77418	0.999998	1925	1	-0.064483
PTPRC	5	0.20817	0.39212	0.979112	1073	1	-0.041054	0.087627	0.21779	0.999998	538	2	-0.041054
SPTBN1	5	0.20849	0.39249	0.979112	1074	1	0.016406	0.52196	0.67403	0.999998	1603	2	0.016406
CSNK1E	5	0.20912	0.39334	0.979112	1075	3	-0.065751	0.42798	0.60005	0.999998	1391	1	-0.065751
VAMP2	5	0.20944	0.39373	0.979112	1076	3	-0.091559	0.73181	0.80208	0.999998	2040	1	-0.091559
G6PC3	5	0.20974	0.39414	0.979112	1077	3	-0.13408	0.97868	0.9791	0.999998	2716	0	-0.13408
PTPN20B_ENST00000331650.4	5	0.20976	0.39415	0.979112	1078	1	0.0	0.42929	0.60115	0.999998	1396	2	0.0
ENST00000395668.1	5	0.20976	0.39415	0.979112	1079	1	0.0	0.42929	0.60115	0.999998	1395	2	0.0
CD1A	5	0.21009	0.39462	0.979112	1080	3	-0.081841	0.84136	0.8569	0.999998	2253	1	-0.081841
S100A1_P1	5	0.21025	0.39481	0.979112	1081	2	-0.03224	0.17082	0.33789	0.999998	762	2	-0.03224
CSF2RA	5	0.21054	0.39522	0.979112	1082	3	-0.11989	0.25877	0.456	0.999998	1022	2	-0.11989
FAAH	5	0.21071	0.39543	0.979112	1083	2	0.077799	0.23278	0.42148	0.999998	949	3	0.077799
HTR4	5	0.21077	0.39552	0.979112	1084	3	-0.093159	0.94206	0.94228	0.999998	2578	0	-0.093159
PAH	5	0.21145	0.39638	0.980393	1085	2	-0.025158	0.21599	0.39945	0.999998	898	2	-0.025158
GLRA1	5	0.21206	0.39715	0.981221	1086	3	-0.053568	0.87294	0.87808	0.999998	2334	1	-0.053568
PFKFB3	5	0.21225	0.39741	0.981221	1087	3	-0.21626	0.90218	0.90255	0.999998	2419	1	-0.21626
EPHA10_P1	5	0.21271	0.39796	0.981738	1088	3	-0.10142	0.10253	0.23997	0.999998	576	2	-0.10142
PPP1R9B	5	0.21357	0.39907	0.982751	1089	2	-0.053682	0.3392	0.53352	0.999998	1214	2	-0.053682
non-targeting_00176	1	0.21367	0.21311	0.931373	1090	1	-0.20265	0.78633	0.7867	0.999998	2139	0	-0.20265
SERPINA5_P1	5	0.2142	0.39988	0.983191	1091	3	-0.10508	0.13513	0.28722	0.999998	663	2	-0.10508
PPP3CA	5	0.21452	0.40027	0.983191	1092	1	0.31618	0.020416	0.066767	0.654027	285	4	0.31618
CSNK1D	5	0.21484	0.40066	0.983257	1093	3	-0.15349	0.066729	0.17942	0.999998	481	1	-0.15349
non-targeting_00207	1	0.21536	0.21473	0.931373	1094	1	-0.14828	0.78464	0.78505	0.999998	2134	0	-0.14828
FABP6	5	0.21547	0.40146	0.983722	1095	2	-0.0012824	0.56446	0.70794	0.999998	1701	2	-0.0012824
ACY1	5	0.21553	0.40155	0.983722	1096	2	0.031317	0.31113	0.5127	0.999998	1166	2	0.031317
THNSL1	5	0.21685	0.40326	0.985354	1097	3	-0.13265	0.070359	0.18749	0.999998	495	2	-0.13265
CHIT1	5	0.21735	0.40382	0.985686	1098	3	-0.11482	0.95258	0.95274	0.999998	2625	0	-0.11482
RPIA	5	0.21754	0.40409	0.985686	1099	3	-0.094218	0.29733	0.5025	0.999998	1143	2	-0.094218
HTR2B	5	0.218	0.40474	0.985889	1100	2	-0.043564	0.55251	0.69825	0.999998	1671	2	-0.043564
IL4I1_ENST00000391826.2	5	0.21811	0.40487	0.985889	1101	3	-0.066614	0.77323	0.82026	0.999998	2111	1	-0.066614
HK1_P1	5	0.2187	0.40569	0.986146	1102	3	-0.08132	0.76187	0.81521	0.999998	2093	1	-0.08132
IKBKB	5	0.21872	0.40571	0.986146	1103	3	-0.16272	0.81491	0.84156	0.999998	2194	1	-0.16272
MAPK15	5	0.21893	0.40602	0.986146	1104	3	-0.12343	0.59583	0.73378	0.999998	1790	1	-0.12343
TNNI3K_ENST00000326637.3	5	0.2194	0.40668	0.986913	1105	3	-0.093101	0.92916	0.92923	0.999998	2518	0	-0.093101
PDLIM5	5	0.22021	0.4076	0.987425	1106	2	-0.034065	0.034025	0.10219	0.815214	348	2	-0.034065
STK3	5	0.22032	0.40775	0.987425	1107	3	-0.1255	0.47822	0.63937	0.999998	1502	2	-0.1255
PRKCB	5	0.22085	0.40844	0.987425	1108	2	-0.066798	0.021899	0.070697	0.665159	297	1	-0.066798
RETSAT	5	0.22091	0.40851	0.987425	1109	3	-0.12855	0.61636	0.75075	0.999998	1847	2	-0.12855
MTNR1B	5	0.22102	0.40864	0.987425	1110	3	-0.10858	0.62241	0.75574	0.999998	1866	2	-0.10858
AKAP7	5	0.22178	0.40948	0.988626	1111	2	0.13787	0.28921	0.49521	0.999998	1123	3	0.13787
non-targeting_00168	1	0.22197	0.22135	0.931373	1112	1	-0.16501	0.77803	0.77848	0.999998	2123	0	-0.16501
GLP1R	5	0.22254	0.41044	0.988636	1113	3	-0.095489	0.96111	0.96146	0.999998	2655	0	-0.095489
CACNG1	5	0.22268	0.41061	0.988636	1114	2	0.15605	0.12897	0.27837	0.999998	647	3	0.15605
CAMK4	5	0.22272	0.41065	0.988636	1115	2	0.12647	0.23409	0.4233	0.999998	952	3	0.12647
BRSK1	5	0.22304	0.41106	0.988636	1116	1	-0.020926	0.86125	0.8698	0.999998	2301	1	-0.020926
PTDSS2	5	0.22394	0.41222	0.988636	1117	3	-0.084594	0.53181	0.68175	0.999998	1625	1	-0.084594
TBCK	5	0.22398	0.41228	0.988636	1118	1	-0.002764	0.83327	0.85182	0.999998	2233	1	-0.002764
AKAP3_P2	5	0.22429	0.41267	0.988636	1119	3	-0.080452	0.48339	0.64342	0.999998	1518	2	-0.080452
IKBKE	5	0.22451	0.41293	0.988636	1120	3	-0.11969	0.8986	0.89935	0.999998	2402	1	-0.11969
JAKMIP1	5	0.22461	0.41305	0.988636	1121	1	0.0011477	0.4457	0.61389	0.999998	1433	2	0.0011477
